droplet_id,track_length,mean_speed,rms_speed,alpha,alpha_error,alpha_r2,tau_p,tau_r,beta_x,beta_y
2,3648,0.9609021558959143,1.2439110443383277,1.8127344794966604,0.0027968777753173517,0.9989655289426274,4973807083.723331,27.480691121376644,0.7111636825166279,0.8772214523915179
3,3648,0.9185243241502189,1.1789355912807364,1.8379746797875083,0.0013006600020472468,0.999782207368591,81.85604620836467,48.23290941566074,0.9077045158003482,0.600543480601898
4,3648,0.8775783350533175,1.0292065137961193,1.8305389385027915,0.00281743095862245,0.998970584793662,36.99530202306478,28.751129285794097,0.5595460544214094,0.6108758243268523
6,3648,1.0169299866628123,1.228619429357167,1.8551164191367047,0.001051423102305678,0.9998602855686233,120.65860917868055,67.83705715988489,0.5988049029815418,0.6178269165093012
