droplet_id,track_length,mean_speed,rms_speed,alpha,alpha_error,alpha_r2,tau_p,tau_r,beta_x,beta_y
1,5526,0.8832606222680836,1.0157434926499822,1.5759281332089696,0.006722572481679682,0.98811478542055,14.709865240843198,14.185746775461372,0.5704754060853638,0.5425628818659032
2,5526,0.9257204619208151,1.1135100113440577,1.6941824415583024,0.004661186818285765,0.9950214078437822,26.478938166455034,19.531967456742155,0.5447643145289418,0.5603607828637374
7,5526,0.6454807285856334,0.8994298649045146,1.4221917356915676,0.008173992448072109,0.9786315589398404,9.768080142833178,4.424909625952053,0.6477424072913454,0.7333573025637596
8,5526,0.8948082521641587,1.1040546658534371,1.3841711424546739,0.010407665323637119,0.9639757759400791,10.426292796335696,8.86703253451761,0.6534881522813933,0.7284199292860248
