droplet_id,track_length,mean_speed,rms_speed,alpha,alpha_error,alpha_r2,tau_p,tau_r,beta_x,beta_y
1,3363,0.6848297313404206,1.2287418029980557,1.731364704484011,0.004226893493482441,0.9976156329646126,23.985661199046092,19.961471573596448,0.4239510327702258,0.4259531566765099
3,3363,0.5817775004240592,1.1266589104834024,1.7667423401246969,0.003367318022950451,0.9985454319719099,112.99632736993847,45.07102002070664,0.6102227155290444,0.6157990091283267
4,3363,0.7325233753965613,1.4566037768488147,1.727567219938818,0.004032559602231693,0.9978198408978269,29.952572914766307,20.326362580641625,0.5638493777268094,0.5379922586033975
5,3363,0.7797723927236512,1.111644987946794,1.6605080259087923,0.005319679021457592,0.995901267674046,31.516922214589464,1.9672598851914695,0.6294851927716106,0.5776651474858691
6,3363,0.7666807776509883,1.4188425976074692,1.4034271100329314,0.01566128835613157,0.9524383935383195,10.180606280070181,10.610092928074177,0.5391711675987464,0.4426217178567423
7,3363,0.7344934696961237,1.4388132160111495,1.5884722315863244,0.006043077784276492,0.994229834391019,14.561630884656976,12.379242573993809,0.5278902480855917,0.6257908317931328
