droplet id,x,y,vx,vy,theta
1,274.02716064453125,106.83563232421875,-0.4686279296875,-0.0473785400390625,-3.0408344697383094
1,273.55853271484375,106.78825378417969,-0.4508514404296875,0.00745391845703125,3.1250611783631794
1,273.1254577636719,106.85054016113281,-0.5415496826171875,0.0127105712890625,3.1181262229243343
1,272.4754333496094,106.81367492675781,-0.588165283203125,-0.08150482177734375,-3.003894895796169
1,271.9491271972656,106.68753051757812,-0.4354095458984375,-0.11004257202148438,-2.8940429578034252
1,271.6046142578125,106.59358978271484,-0.3920745849609375,-0.07981491088867188,-2.940766065531548
1,271.16497802734375,106.52790069580078,-0.4449462890625,-0.08448028564453125,-2.953959795132901
1,270.7147216796875,106.42462921142578,-0.449798583984375,-0.10330581665039062,-2.9158364921307713
1,270.265380859375,106.3212890625,-0.398773193359375,-0.043514251708984375,-3.032902389577031
1,269.91717529296875,106.33760070800781,-0.373443603515625,-0.06954193115234375,-2.9574834246096495
1,269.51849365234375,106.18220520019531,-0.33795166015625,-0.09201812744140625,-2.875755170391287
1,269.24127197265625,106.153564453125,-0.2381134033203125,-0.0247344970703125,-3.0380869160873476
1,269.0422668457031,106.13273620605469,-0.1546478271484375,-0.06014251708984375,-2.770691841897222
1,268.9319763183594,106.03327941894531,-0.1812591552734375,-0.05905914306640625,-2.82661286201792
1,268.67974853515625,106.01461791992188,-0.19244384765625,-0.01746368408203125,-3.051093622571509
1,268.5470886230469,105.99835205078125,-0.11053466796875,-0.0258941650390625,-2.911479390343211
1,268.45867919921875,105.96282958984375,-0.0952911376953125,0.018627166748046875,2.9485504869477754
1,268.35650634765625,106.03560638427734,-0.089202880859375,0.029438018798828125,2.8228342951200482
1,268.2802734375,106.0217056274414,-0.0756072998046875,-0.0302886962890625,-2.7605644466413364
1,268.2052917480469,105.97502899169922,-0.0931854248046875,-0.07602310180664062,-2.4572758705867677
1,268.0939025878906,105.86965942382812,-0.129150390625,-0.034877777099609375,-2.877829063582228
1,267.9469909667969,105.9052734375,-0.1310272216796875,0.043865203857421875,2.8185412784013324
1,267.83184814453125,105.95738983154297,-0.1071014404296875,0.020294189453125,2.9543271521582892
1,267.7327880859375,105.94586181640625,-0.1493377685546875,-0.14166259765625,-2.382563501351301
1,267.5331726074219,105.67406463623047,-0.200042724609375,-0.16312408447265625,-2.4575039889614545
1,267.33270263671875,105.61961364746094,-0.1083526611328125,-0.07551193237304688,-2.532944276396057
1,267.31646728515625,105.52304077148438,-0.0428466796875,-0.06695556640625,-2.1400577808234056
1,267.24700927734375,105.48570251464844,-0.073760986328125,-0.004669189453125,-3.078375389159523
1,267.1689453125,105.51370239257812,-0.07952880859375,0.02794647216796875,2.8036706165310377
1,267.08795166015625,105.54159545898438,-0.052276611328125,-0.014713287353515625,-2.86723925070563
1,267.06439208984375,105.4842758178711,-0.052825927734375,-0.04048919677734375,-2.487637286420917
1,266.9822998046875,105.46061706542969,-0.1212921142578125,0.028614044189453125,2.9099183247806297
1,266.8218078613281,105.54150390625,-0.0843505859375,0.0592041015625,2.529605166337532
1,266.8135986328125,105.57902526855469,-0.0384063720703125,-0.006458282470703125,-2.9749947251648745
1,266.7449951171875,105.5285873413086,-0.089111328125,-0.0191497802734375,-2.9299146960548157
1,266.6353759765625,105.54072570800781,-0.096221923828125,0.10119247436523438,2.3310215512850316
1,266.55255126953125,105.73097229003906,-0.055938720703125,0.11383819580078125,2.027530611815767
1,266.52349853515625,105.76840209960938,-0.0341949462890625,0.02475738525390625,2.5149355576611128
1,266.4841613769531,105.78048706054688,0.0178070068359375,0.0267333984375,0.9831889801437417
1,266.5591125488281,105.82186889648438,-0.0016021728515625,0.00506591796875,1.877107599441177
1,266.48095703125,105.79061889648438,-0.0445404052734375,0.02297210693359375,2.6654176139047476
1,266.47003173828125,105.86781311035156,-0.0510406494140625,-0.033782958984375,-2.5569088513814218
1,266.3788757324219,105.72305297851562,-0.0537872314453125,-0.1071624755859375,-2.0359805574307344
1,266.3624572753906,105.65348815917969,-0.0367431640625,-0.02890777587890625,-2.474981820742227
1,266.3053894042969,105.66523742675781,-0.028961181640625,0.00836181640625,2.8605117474102877
1,266.3045349121094,105.67021179199219,-0.013519287109375,0.01953887939453125,2.176076982770087
1,266.2783508300781,105.70431518554688,-0.1416015625,-0.00919342041015625,-3.0767590779421425
1,266.0213317871094,105.65182495117188,-0.0860137939453125,-0.0130767822265625,-2.990716774898724
1,266.1063232421875,105.67816162109375,0.0645294189453125,0.018310546875,0.27648733089527755
1,266.150390625,105.68844604492188,0.0613555908203125,0.00516510009765625,0.083985018025025
1,266.2290344238281,105.68849182128906,0.033599853515625,0.01123809814453125,0.3227720045010479
1,266.21759033203125,105.71092224121094,-0.0117950439453125,0.05895233154296875,1.7682665487983928
